original ID,Individual recoded,Trial,Box,Box recoded,Family (old),Family NEW,Donor (D) / Receptor (R),Weight start (g),Weight  end or death (g),Description of symptoms,Day of first symptoms,Day of death,parasites,Donor (D) / Receptor (R),Donor fam,Family combinations,Original sire ID,Sire_rec,Original sire ID,Dam_rec,Sex,Genotype,Weight start (g),Weight category,Description of symptoms,Ascite,Belly up,Color change,Haemorragia,Depigmentation,Erratic swimming,Wound,Day start to end (resilience),Days onset symptoms (susceptibility),Days onset to death (tolerance) ,Removed (yes/no),"Resilience (0 dead/UC, 1 survive/C)","Resistance (0 dead/UC, 1 survive/C)","Tolerance (0 dead/UC, 1 survive/C)"
1670,1570,2,27,63,54,54,R,58.8,120,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-92,25,FB-X-7,17,Female,Yes,58.8,6,NA,,,,,,,,160,160,NA,no,1,1,no
1671,1571,2,27,63,43,43,R,88.7,153,NA,NA,2015-06-12,yes,R,46,18,FB-Y-66,19,FB-X-302,16,NA,Yes,88.7,8,NA,,,,,,,,147,NA,NA,no,0,no,no
1672,1572,2,27,63,43,43,R,116.9,175.7,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-66,19,FB-X-302,16,Male,Yes,116.9,10,NA,,,,,,,,160,160,NA,no,1,1,no
1673,1573,2,27,63,43,43,R,100.7,194.8,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-66,19,FB-X-302,16,Female,Yes,100.7,9,NA,,,,,,,,160,160,NA,no,1,1,no
1674,1574,2,27,63,43,43,R,54.4,90.3,NA,NA,2015-06-25,slaughtered,R,46,18,FB-Y-66,19,FB-X-302,16,Male,Yes,54.4,6,NA,,,,,,,,160,160,NA,no,1,1,no
1675,1575,2,27,63,43,43,R,59.7,64.5,NA,NA,2015-05-12,yes,R,46,18,FB-Y-66,19,FB-X-302,16,Female,Yes,59.7,6,NA,,,,,,,,116,NA,NA,no,0,no,no
1676,1576,2,28,64,51,51,D,100.8,129,color change,2015-04-28,2015-05-04,yes,D,D,10,FB-Y-65,18,FB-X-282,22,NA,No,100.8,9,color change,,,x,,,,,108,102,6,no,1,0,0
1677,1577,2,28,64,51,51,D,123.6,186.8,color change,2015-05-01,2015-05-07,yes,D,D,10,FB-Y-65,18,FB-X-282,22,NA,Yes,123.6,10,color change,,,x,,,,,111,105,6,no,1,0,0
1678,1578,2,28,64,51,51,D,99.9,155.9,color change,2015-06-19,2015-06-25,slaughtered,D,D,10,FB-Y-65,18,FB-X-282,22,NA,Yes,99.9,9,color change,,,x,,,,,160,154,6,no,1,0,0
1679,1579,2,28,64,51,51,D,92.4,66.9,color change,2015-04-23,2015-05-06,yes,D,D,10,FB-Y-65,18,FB-X-282,22,NA,Yes,92.4,8,color change,,,x,,,,,110,97,13,no,1,0,0
1680,1580,2,28,64,51,51,D,74.7,91.7,color change,2015-05-10,2015-05-12,yes,D,D,10,FB-Y-65,18,FB-X-282,22,NA,Yes,74.7,7,color change,,,x,,,,,116,114,2,no,1,0,0
1681,1581,2,28,64,59,59,R,103.2,227.4,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-159,6,FB-X-334,5,Male,Yes,103.2,9,NA,,,,,,,,160,160,NA,no,1,1,no
1682,1582,2,28,64,59,59,R,62.4,61.5,exophthalmia,2015-02-10,2015-02-27,yes,R,51,10,FB-Y-159,6,FB-X-334,5,Female,Yes,62.4,6,exophthalmia,,,,,,x,,42,25,17,no,0,0,0
1683,1583,2,28,64,59,59,R,61.5,64.7,exophthalmia,2015-03-19,2015-03-27,yes,R,51,10,FB-Y-159,6,FB-X-334,5,Female,Yes,61.5,6,exophthalmia,,,,,,x,,70,62,8,no,0,0,0
1684,1584,2,28,64,59,59,R,57.4,201.7,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-159,6,FB-X-334,5,Female,Yes,57.4,6,NA,,,,,,,,160,160,NA,no,1,1,no
1685,1585,2,28,64,59,59,R,57.4,69.7,color change,2015-05-08,2015-05-12,yes,R,51,10,FB-Y-159,6,FB-X-334,5,NA,No,57.4,6,color change,,,x,,,,,116,112,4,no,0,0,0
1686,1586,2,28,64,55,55,R,88.9,154.4,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-35,15,FB-X-232,28,Female,Yes,88.9,8,NA,,,,,,,,160,160,NA,no,1,1,no
1687,1587,2,28,64,55,55,R,89.4,80.3,exophthalmia,2015-03-01,2015-03-30,yes,R,51,10,FB-Y-35,15,FB-X-232,28,Female,Yes,89.4,8,exophthalmia,,,,,,x,,73,44,29,no,0,0,0
1688,1588,2,28,64,55,55,R,72.9,62.3,color change,2015-04-02,2015-04-03,yes,R,51,10,FB-Y-35,15,FB-X-232,28,Female,Yes,72.9,7,color change,,,x,,,,,77,76,1,no,0,0,0
1689,1589,2,28,64,55,55,R,110.2,103.3,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-35,15,FB-X-232,28,Female,Yes,110.2,9,NA,,,,,,,,160,160,NA,no,1,1,no
1690,1590,2,28,64,55,55,R,61.1,47.3,NA,NA,2015-03-22,yes,R,51,10,FB-Y-35,15,FB-X-232,28,Male,Yes,61.1,6,NA,,,,,,,,65,NA,NA,no,0,no,no
1691,1591,2,28,64,9,9,R,120.4,122.5,NA,NA,2015-05-03,yes,R,51,10,FB-Y-88,23,FB-X-5,23,Male,Yes,120.4,10,NA,,,,,,,,107,NA,NA,no,0,no,no
1692,1592,2,28,64,9,9,R,102.5,104,color change,2015-03-12,2015-03-20,yes,R,51,10,FB-Y-88,23,FB-X-5,23,Male,Yes,102.5,9,color change,,,x,,,,,63,55,8,no,0,0,0
1693,1593,2,28,64,9,9,R,169.4,171.9,color change,2015-03-07,2015-03-22,yes,R,51,10,FB-Y-88,23,FB-X-5,23,Male,Yes,169.4,10,color change,,,x,,,,,65,50,15,no,0,0,0
1694,1594,2,28,64,9,9,R,79.8,123.3,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-88,23,FB-X-5,23,Male,Yes,79.8,7,NA,,,,,,,,160,160,NA,no,1,1,no
1695,1595,2,28,64,9,9,R,94.4,106.7,exophthalmia,2015-04-20,2015-05-05,yes,R,51,10,FB-Y-88,23,FB-X-5,23,NA,Yes,94.4,8,exophthalmia,,,,,,x,,109,94,15,no,0,0,0
1696,1596,2,28,64,58,58,R,88.8,186.1,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-58,33,FB-X-279,12,Female,Yes,88.8,8,NA,,,,,,,,160,160,NA,no,1,1,no
1697,1597,2,28,64,58,58,R,127.9,172.7,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-58,33,FB-X-279,12,Male,Yes,127.9,10,NA,,,,,,,,160,160,NA,no,1,1,no
1698,1598,2,28,64,58,58,R,46.5,78,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-58,33,FB-X-279,12,Female,Yes,46.5,5,NA,,,,,,,,160,160,NA,no,1,1,no
1699,1599,2,28,64,58,58,R,71.2,113.9,NA,NA,2015-06-25,slaughtered,R,51,10,FB-Y-58,33,FB-X-279,12,Male,Yes,71.2,7,NA,,,,,,,,160,160,NA,no,1,1,no
1700,1600,2,28,64,58,58,R,48.7,38.5,NA,NA,2015-03-13,yes,R,51,10,FB-Y-58,33,FB-X-279,12,Female,Yes,48.7,6,NA,,,,,,,,56,NA,NA,no,0,no,no
1701,1601,2,29,65,51,51,D,61.1,59.6,color change,2015-03-06,2015-03-13,yes,D,D,11,FB-Y-65,18,FB-X-282,22,NA,Yes,61.1,6,color change,,,x,,,,,56,49,7,no,1,0,0
1702,1602,2,29,65,51,51,D,136.3,254,NA,NA,2015-06-25,slaughtered,D,D,11,FB-Y-65,18,FB-X-282,22,NA,No,136.3,10,NA,,,,,,,,160,160,NA,no,1,no,no
1703,1603,2,29,65,51,51,D,96.5,164.4,NA,NA,2015-06-25,slaughtered,D,D,11,FB-Y-65,18,FB-X-282,22,NA,Yes,96.5,8,NA,,,,,,,,160,160,NA,no,1,no,no
1704,1604,2,29,65,51,51,D,99.8,105.1,exophthalmia,2015-05-03,2015-05-13,yes,D,D,11,FB-Y-65,18,FB-X-282,22,NA,Yes,99.8,9,exophthalmia,,,,,,x,,117,107,10,no,1,0,0
1705,1605,2,29,65,51,51,D,107.1,149.3,NA,NA,2015-06-25,slaughtered,D,D,11,FB-Y-65,18,FB-X-282,22,NA,Yes,107.1,9,NA,,,,,,,,160,160,NA,no,1,no,no
1706,1606,2,29,65,56,56,R,95,151.4,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-7,14,FB-X-169,19,NA,Yes,95,8,NA,,,,,,,,160,160,NA,no,1,1,no
1707,1607,2,29,65,56,56,R,65.7,121.4,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-7,14,FB-X-169,19,Female,Yes,65.7,6,NA,,,,,,,,160,160,NA,no,1,1,no
1708,1608,2,29,65,56,56,R,47.9,47.7,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-7,14,FB-X-169,19,NA,Yes,47.9,5,NA,,,,,,,,160,160,NA,no,1,1,no
1709,1609,2,29,65,56,56,R,76.2,83.5,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-7,14,FB-X-169,19,Female,Yes,76.2,7,NA,,,,,,,,160,160,NA,no,1,1,no
1710,1610,2,29,65,56,56,R,80.8,124.2,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-7,14,FB-X-169,19,Female,Yes,80.8,7,NA,,,,,,,,160,160,NA,no,1,1,no
1711,1611,2,29,65,42,42,R,100.9,167.6,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-66,19,FB-X-189,20,NA,Yes,100.9,9,NA,,,,,,,,160,160,NA,no,1,1,no
1712,1612,2,29,65,42,42,R,86.9,126.9,NA,NA,2015-05-12,yes,R,51,11,FB-Y-66,19,FB-X-189,20,Female,Yes,86.9,8,NA,,,,,,,,116,NA,NA,no,0,no,no
1713,1613,2,29,65,42,42,R,106.5,103.7,exophthalmia,2015-05-13,2015-05-17,yes,R,51,11,FB-Y-66,19,FB-X-189,20,Female,Yes,106.5,9,exophthalmia,,,,,,x,,121,117,4,no,0,0,0
1714,1614,2,29,65,42,42,R,93.7,167.6,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-66,19,FB-X-189,20,Female,Yes,93.7,8,NA,,,,,,,,160,160,NA,no,1,1,no
1715,1615,2,29,65,42,42,R,87.8,93.5,NA,NA,2015-05-13,yes,R,51,11,FB-Y-66,19,FB-X-189,20,Female,Yes,87.8,8,NA,,,,,,,,117,NA,NA,no,0,no,no
1716,1616,2,29,65,60,60,R,94.4,101.1,color change,2015-05-25,2015-05-28,yes,R,51,11,FB-Y-112,28,FB-X-188,27,Male,Yes,94.4,8,color change,,,x,,,,,132,129,3,no,0,0,0
1717,1617,2,29,65,60,60,R,89,94.4,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-112,28,FB-X-188,27,Male,Yes,89,8,NA,,,,,,,,160,160,NA,no,1,1,no
1718,1618,2,29,65,60,60,R,58,80.6,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-112,28,FB-X-188,27,Female,Yes,58,6,NA,,,,,,,,160,160,NA,no,1,1,no
1719,1619,2,29,65,60,60,R,65.3,106.3,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-112,28,FB-X-188,27,Female,Yes,65.3,6,NA,,,,,,,,160,160,NA,no,1,1,no
1720,1620,2,29,65,60,60,R,56.9,55.4,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-112,28,FB-X-188,27,Male,Yes,56.9,6,NA,,,,,,,,160,160,NA,no,1,1,no
1721,1621,2,29,65,53,53,R,46.2,67.6,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-100,34,FB-X-279,12,Male,Yes,46.2,5,NA,,,,,,,,160,160,NA,no,1,1,no
1722,1622,2,29,65,53,53,R,69,109.8,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-100,34,FB-X-279,12,Male,Yes,69,7,NA,,,,,,,,160,160,NA,no,1,1,no
1723,1623,2,29,65,53,53,R,37.6,96.5,NA,NA,2015-06-25,slaughtered,R,51,11,FB-Y-100,34,FB-X-279,12,Male,Yes,37.6,4,NA,,,,,,,,160,160,NA,no,1,1,no
1724,1624,2,29,65,53,53,R,83.4,89.4,NA,NA,2015-05-10,yes,R,51,11,FB-Y-100,34,FB-X-279,12,Male,Yes,83.4,8,NA,,,,,,,,114,NA,NA,yes,no,no,no
1725,1625,2,29,65,53,53,R,82.2,72.6,NA,NA,2015-05-12,yes,R,51,11,FB-Y-100,34,FB-X-279,12,Male,Yes,82.2,8,NA,,,,,,,,116,NA,NA,no,0,no,no
1726,1626,2,30,66,51,51,D,82.1,71.2,NA,NA,2015-02-13,yes,D,D,12,FB-Y-65,18,FB-X-282,22,NA,Yes,82.1,8,NA,,,,,,,,28,NA,NA,no,1,no,no
1727,1627,2,30,66,51,51,D,100.8,114.1,color change,2015-05-10,2015-05-12,yes,D,D,12,FB-Y-65,18,FB-X-282,22,NA,Yes,100.8,9,color change,,,x,,,,,116,114,2,no,1,0,0
1728,1628,2,30,66,51,51,D,97.3,174,NA,NA,2015-06-25,slaughtered,D,D,12,FB-Y-65,18,FB-X-282,22,NA,Yes,97.3,9,NA,,,,,,,,160,160,NA,no,1,no,no
1729,1629,2,30,66,51,51,D,87.2,111.7,color change,2015-05-04,2015-05-15,yes,D,D,12,FB-Y-65,18,FB-X-282,22,NA,Yes,87.2,8,color change,,,x,,,,,119,108,11,no,1,0,0
1730,1630,2,30,66,51,51,D,97.2,101.5,NA,NA,2015-05-20,yes,D,D,12,FB-Y-65,18,FB-X-282,22,NA,Yes,97.2,9,NA,,,,,,,,124,NA,NA,no,1,no,no
1731,1631,2,30,66,47,47,R,56.1,87.8,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-131,30,FB-X-232,28,Female,Yes,56.1,6,NA,,,,,,,,160,160,NA,no,1,1,no
1732,1632,2,30,66,47,47,R,114.2,125.5,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-131,30,FB-X-232,28,Male,Yes,114.2,10,NA,,,,,,,,160,160,NA,no,1,1,no
1733,1633,2,30,66,47,47,R,86.7,68.9,color change,2015-05-09,2015-05-11,yes,R,51,12,FB-Y-131,30,FB-X-232,28,Male,Yes,86.7,8,color change,,,x,,,,,115,113,2,no,0,0,0
1734,1634,2,30,66,47,47,R,73.4,77.2,color change,2015-05-09,2015-05-15,yes,R,51,12,FB-Y-131,30,FB-X-232,28,NA,Yes,73.4,7,color change,,,x,,,,,119,113,6,no,0,0,0
1735,1635,2,30,66,47,47,R,70.8,64.3,color change,2015-05-09,2015-05-15,yes,R,51,12,FB-Y-131,30,FB-X-232,28,Female,Yes,70.8,7,color change,,,x,,,,,119,113,6,no,0,0,0
1736,1636,2,30,66,56,56,R,61.6,129.9,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-7,14,FB-X-169,19,NA,Yes,61.6,6,NA,,,,,,,,160,160,NA,no,1,1,no
1737,1637,2,30,66,56,56,R,66.4,103.3,NA,NA,2015-05-15,yes,R,51,12,FB-Y-7,14,FB-X-169,19,Female,Yes,66.4,7,NA,,,,,,,,119,NA,NA,no,0,no,no
1738,1638,2,30,66,56,56,R,59.9,143.4,color change,2015-06-16,2015-06-23,yes,R,51,12,FB-Y-7,14,FB-X-169,19,Male,Yes,59.9,6,color change,,,x,,,,,158,151,7,no,0,0,0
1739,1639,2,30,66,56,56,R,67.8,48.8,color change,2015-05-11,2015-05-12,yes,R,51,12,FB-Y-7,14,FB-X-169,19,Female,Yes,67.8,7,color change,,,x,,,,,116,115,1,no,0,0,0
1740,1640,2,30,66,56,56,R,106.7,133.9,exophthalmia,2015-05-11,2015-05-24,yes,R,51,12,FB-Y-7,14,FB-X-169,19,Female,Yes,106.7,9,exophthalmia,,,,,,x,,128,115,13,no,0,0,0
1741,1641,2,30,66,54,54,R,80.9,89.2,NA,NA,2015-05-13,yes,R,51,12,FB-Y-92,25,FB-X-7,17,Male,Yes,80.9,7,NA,,,,,,,,117,NA,NA,no,0,no,no
1742,1642,2,30,66,54,54,R,70.5,72.7,color change,2015-04-23,2015-05-16,yes,R,51,12,FB-Y-92,25,FB-X-7,17,NA,Yes,70.5,7,color change,,,x,,,,,120,97,23,no,0,0,0
1743,1643,2,30,66,54,54,R,68.9,144.7,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-92,25,FB-X-7,17,Male,Yes,68.9,7,NA,,,,,,,,160,160,NA,no,1,1,no
1744,1644,2,30,66,54,54,R,55.5,61.2,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-92,25,FB-X-7,17,NA,Yes,55.5,6,NA,,,,,,,,160,160,NA,no,1,1,no
1745,1645,2,30,66,54,54,R,73.2,84,color change,2015-05-26,2015-06-01,yes,R,51,12,FB-Y-92,25,FB-X-7,17,Female,Yes,73.2,7,color change,,,x,,,,,136,130,6,no,0,0,0
1746,1646,2,30,66,63,63,R,68.9,94.6,color change,2015-05-28,2015-06-05,yes,R,51,12,FB-Y-143,36,FB-X-282,22,Female,Yes,68.9,7,color change,,,x,,,,,140,132,8,no,0,0,0
1747,1647,2,30,66,63,63,R,54.9,114.7,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-143,36,FB-X-282,22,Female,Yes,54.9,6,NA,,,,,,,,160,160,NA,no,1,1,no
1748,1648,2,30,66,63,63,R,57.7,75.35,color change,2015-05-09,2015-05-10,yes,R,51,12,FB-Y-143,36,FB-X-282,22,Male,Yes,57.7,6,color change,,,x,,,,,114,113,1,no,0,0,0
1749,1649,2,30,66,63,63,R,46.5,77.1,NA,NA,2015-06-25,slaughtered,R,51,12,FB-Y-143,36,FB-X-282,22,Female,Yes,46.5,5,NA,,,,,,,,160,160,NA,no,1,1,no
1750,1650,2,30,66,63,63,R,98.5,82.8,NA,NA,2015-05-17,yes,R,51,12,FB-Y-143,36,FB-X-282,22,Female,Yes,98.5,9,NA,,,,,,,,121,NA,NA,no,0,no,no
1751,1651,2,31,67,51,51,D,100.1,167.6,NA,NA,2015-06-25,slaughtered,D,D,13,FB-Y-65,18,FB-X-282,22,NA,Yes,100.1,9,NA,,,,,,,,160,160,NA,no,1,no,no
1752,1652,2,31,67,51,51,D,101.6,103.9,NA,2015-02-19,2015-03-16,yes,D,D,13,FB-Y-65,18,FB-X-282,22,NA,Yes,101.6,9,NA,,,,,,,,59,34,25,no,1,0,0
1753,1653,2,31,67,51,51,D,85.4,109.6,color change,2015-05-11,2015-05-15,yes,D,D,13,FB-Y-65,18,FB-X-282,22,NA,Yes,85.4,8,color change,,,x,,,,,119,115,4,no,1,0,0
1754,1654,2,31,67,51,51,D,53.5,36.8,color change,2015-03-28,2015-04-07,yes,D,D,13,FB-Y-65,18,FB-X-282,22,NA,Yes,53.5,6,color change,,,x,,,,,81,71,10,no,1,0,0
1755,1655,2,31,67,51,51,D,121.2,134.4,color change,2015-05-11,2015-05-14,yes,D,D,13,FB-Y-65,18,FB-X-282,22,NA,Yes,121.2,10,color change,,,x,,,,,118,115,3,no,1,0,0
1756,1656,2,31,67,45,45,R,101,104.2,NA,NA,2015-05-12,yes,R,51,13,FB-Y-64,17,FB-X-188,27,Female,Yes,101,9,NA,,,,,,,,116,NA,NA,no,0,no,no
1757,1657,2,31,67,45,45,R,70,55.8,color change,2015-05-14,2015-05-16,yes,R,51,13,FB-Y-64,17,FB-X-188,27,Female,Yes,70,7,color change,,,x,,,,,120,118,2,no,0,0,0
1758,1658,2,31,67,45,45,R,67.7,48.6,color change,2015-05-12,2015-05-18,yes,R,51,13,FB-Y-64,17,FB-X-188,27,Female,Yes,67.7,7,color change,,,x,,,,,122,116,6,no,0,0,0
1759,1659,2,31,67,45,45,R,112.2,105.1,NA,NA,2015-05-16,yes,R,51,13,FB-Y-64,17,FB-X-188,27,Male,Yes,112.2,9,NA,,,,,,,,120,NA,NA,no,0,no,no
1760,1660,2,31,67,45,45,R,91.1,125.5,NA,NA,2015-06-25,slaughtered,R,51,13,FB-Y-64,17,FB-X-188,27,Female,Yes,91.1,8,NA,,,,,,,,160,160,NA,no,1,1,no
1761,1661,2,31,67,50,70,R,41.3,52.7,NA,NA,2015-05-15,yes,R,51,13,FB-Y-89,24,FB-X-7,17,Male,Yes,41.3,5,NA,,,,,,,,119,NA,NA,no,0,no,no
1762,1662,2,31,67,50,70,R,81,85.8,color change,2015-05-06,2015-05-12,yes,R,51,13,FB-Y-89,24,FB-X-7,17,Male,Yes,81,7,color change,,,x,,,,,116,110,6,no,0,0,0
1763,1663,2,31,67,50,70,R,60.9,94.6,color change,2015-05-05,2015-05-14,yes,R,51,13,FB-Y-89,24,FB-X-7,17,Female,Yes,60.9,6,color change,,,x,,,,,118,109,9,no,0,0,0
1764,1664,2,31,67,50,70,R,80.9,101.1,NA,NA,2015-05-11,yes,R,51,13,FB-Y-89,24,FB-X-7,17,Male,Yes,80.9,7,NA,,,,,,,,115,NA,NA,no,0,no,no
1765,1665,2,31,67,50,70,R,66.6,77.1,exophthalmia,2015-05-04,2015-05-13,yes,R,51,13,FB-Y-89,24,FB-X-7,17,Female,Yes,66.6,7,exophthalmia,,,,,,x,,117,108,9,no,0,0,0
1766,1666,2,31,67,36,36,R,122.3,115.7,NA,NA,2015-05-13,yes,R,51,13,FB-Y-35,15,FB-X-279,12,Male,Yes,122.3,10,NA,,,,,,,,117,NA,NA,no,0,no,no
1767,1667,2,31,67,36,36,R,104.2,140.3,color change,2015-05-08,2015-05-16,yes,R,51,13,FB-Y-35,15,FB-X-279,12,Female,Yes,104.2,9,color change,,,x,,,,,120,112,8,no,0,0,0
1768,1668,2,31,67,36,36,R,109,114.5,color change,2015-05-06,2015-05-13,yes,R,51,13,FB-Y-35,15,FB-X-279,12,Male,Yes,109,9,color change,,,x,,,,,117,110,7,no,0,0,0
1769,1669,2,31,67,36,36,R,121.1,134.8,color change,2015-05-02,2015-05-14,yes,R,51,13,FB-Y-35,15,FB-X-279,12,Male,Yes,121.1,10,color change,,,x,,,,,118,106,12,no,0,0,0
1770,1670,2,31,67,36,36,R,126.9,123.5,color change,2015-05-07,2015-05-14,yes,R,51,13,FB-Y-35,15,FB-X-279,12,Female,Yes,126.9,10,color change,,,x,,,,,118,111,7,no,0,0,0
1771,1671,2,31,67,42,42,R,105.5,139.7,color change,2015-05-13,2015-05-26,yes,R,51,13,FB-Y-66,19,FB-X-189,20,Female,Yes,105.5,9,color change,,,x,,,,,130,117,13,no,0,0,0
1772,1672,2,31,67,42,42,R,90.4,147.1,color change,2015-05-25,2015-06-01,yes,R,51,13,FB-Y-66,19,FB-X-189,20,Male,Yes,90.4,8,color change,,,x,,,,,136,129,7,no,0,0,0
1773,1673,2,31,67,42,42,R,42.7,35.8,color change,2015-05-13,2015-05-17,yes,R,51,13,FB-Y-66,19,FB-X-189,20,Male,Yes,42.7,5,color change,,,x,,,,,121,117,4,no,0,0,0
1774,1674,2,31,67,42,42,R,87.4,100.1,color change,2015-05-09,2015-05-11,yes,R,51,13,FB-Y-66,19,FB-X-189,20,Male,Yes,87.4,8,color change,,,x,,,,,115,113,2,no,0,0,0
1775,1675,2,31,67,42,42,R,116.6,212.4,NA,NA,2015-06-25,slaughtered,R,51,13,FB-Y-66,19,FB-X-189,20,NA,Yes,116.6,10,NA,,,,,,,,160,160,NA,no,1,1,no
1776,1676,2,32,68,51,51,D,58.2,52.8,NA,NA,2015-02-12,yes,D,D,14,FB-Y-65,18,FB-X-282,22,NA,Yes,58.2,6,NA,,,,,,,,27,NA,NA,no,1,no,no
1777,1677,2,32,68,51,51,D,123,138.7,color change,2015-05-10,2015-05-17,yes,D,D,14,FB-Y-65,18,FB-X-282,22,NA,Yes,123,10,color change,,,x,,,,,121,114,7,no,1,0,0
1778,1678,2,32,68,51,51,D,49.9,44.4,color change,2015-03-16,2015-03-20,yes,D,D,14,FB-Y-65,18,FB-X-282,22,NA,Yes,49.9,6,color change,,,x,,,,,63,59,4,no,1,0,0
1779,1679,2,32,68,51,51,D,99.5,90.7,color change,2015-03-02,2015-03-15,yes,D,D,14,FB-Y-65,18,FB-X-282,22,NA,Yes,99.5,9,color change,,,x,,,,,58,45,13,no,1,0,0
1780,1680,2,32,68,51,51,D,85.3,132.1,NA,NA,2015-06-25,slaughtered,D,D,14,FB-Y-65,18,FB-X-282,22,NA,Yes,85.3,8,NA,,,,,,,,160,160,NA,no,1,no,no
1781,1681,2,32,68,59,59,R,101,77.5,NA,NA,2015-05-11,yes,R,51,14,FB-Y-159,6,FB-X-334,5,NA,Yes,101,9,NA,,,,,,,,115,NA,NA,no,0,no,no
1782,1682,2,32,68,59,59,R,30.9,88.6,color change,2015-05-10,2015-05-12,yes,R,51,14,FB-Y-159,6,FB-X-334,5,Female,Yes,30.9,3,color change,,,x,,,,,116,114,2,no,0,0,0
1783,1683,2,32,68,59,59,R,93.1,77.5,color change,2015-05-03,2015-05-10,yes,R,51,14,FB-Y-159,6,FB-X-334,5,NA,Yes,93.1,8,color change,,,x,,,,,114,107,7,no,0,0,0
1784,1684,2,32,68,59,59,R,158.3,127.1,NA,NA,2015-06-25,slaughtered,R,51,14,FB-Y-159,6,FB-X-334,5,Male,Yes,158.3,10,NA,,,,,,,,160,160,NA,no,1,1,no
1785,1685,2,32,68,59,59,R,56.5,44.3,NA,NA,2015-06-02,yes,R,51,14,FB-Y-159,6,FB-X-334,5,Male,Yes,56.5,6,NA,,,,,,,,137,NA,NA,no,0,no,no
1786,1686,2,32,68,60,60,R,128.9,189.4,NA,NA,2015-06-25,slaughtered,R,51,14,FB-Y-112,28,FB-X-188,27,Female,Yes,128.9,10,NA,,,,,,,,160,160,NA,no,1,1,no
1787,1687,2,32,68,60,60,R,109.8,141,color change,2015-05-08,2015-05-16,yes,R,51,14,FB-Y-112,28,FB-X-188,27,NA,Yes,109.8,9,color change,,,x,,,,,120,112,8,no,0,0,0
1788,1688,2,32,68,60,60,R,62.1,68.3,color change,2015-05-08,2015-05-14,yes,R,51,14,FB-Y-112,28,FB-X-188,27,Male,Yes,62.1,6,color change,,,x,,,,,118,112,6,no,0,0,0
1789,1689,2,32,68,60,60,R,94.2,115,color change,2015-04-30,2015-05-09,yes,R,51,14,FB-Y-112,28,FB-X-188,27,NA,Yes,94.2,8,color change,,,x,,,,,113,104,9,no,0,0,0
1790,1690,2,32,68,60,60,R,112.5,129,NA,NA,2015-06-25,slaughtered,R,51,14,FB-Y-112,28,FB-X-188,27,NA,Yes,112.5,9,NA,,,,,,,,160,160,NA,no,1,1,no
1791,1691,2,32,68,48,48,R,148.2,187,NA,NA,2015-05-19,yes,R,51,14,FB-Y-156,5,FB-X-343,6,Female,Yes,148.2,10,NA,,,,,,,,123,NA,NA,no,0,no,no
1792,1692,2,32,68,48,48,R,113,195.7,color change,2015-05-21,2015-05-29,yes,R,51,14,FB-Y-156,5,FB-X-343,6,Male,Yes,113,9,color change,,,x,,,,,133,125,8,no,0,0,0
1793,1693,2,32,68,48,48,R,121.4,147.2,color change,2015-05-05,2015-05-14,yes,R,51,14,FB-Y-156,5,FB-X-343,6,Male,Yes,121.4,10,color change,,,x,,,,,118,109,9,no,0,0,0
1794,1694,2,32,68,48,48,R,98.6,136.3,NA,NA,2015-06-25,slaughtered,R,51,14,FB-Y-156,5,FB-X-343,6,Male,Yes,98.6,9,NA,,,,,,,,160,160,NA,no,1,1,no
1795,1695,2,32,68,48,48,R,71.9,87.8,NA,NA,2015-06-12,yes,R,51,14,FB-Y-156,5,FB-X-343,6,Female,Yes,71.9,7,NA,,,,,,,,147,NA,NA,no,0,no,no
